,word,audio_complexity,position,sentence,start_time,end_time,set_manually,process,translation,word_occurrence,word_complexity,sentence_complexity,word_importance,sentence_group,speed,speech_volume,ambient_volume,occurrence,display
16,more,1.0,1,More Supes!,,,False,True,mehr,0.2142857142857142,0.2,0.4128098094867685,0.9987201690673828,6,0.6101212624549237,0.5,0.4918998532125397,3.0,False
17,supes,1.0,2,More Supes!,,,False,True,Suppes,0.1428571428571428,0.0,0.4128098094867685,0.9999999254982868,6,0.6101212624549237,0.5,0.4918998532125397,2.0,False
18,more,1.0,1,More Supes!,,,False,True,mehr,0.2857142857142857,0.2,0.4128098094867685,0.9987201690673828,7,0.6101212624549237,0.5,0.4918998532125397,4.0,False
19,supes,1.0,2,More Supes!,,,False,True,Suppes,0.2142857142857142,0.0,0.4128098094867685,0.9999999254982868,7,0.6101212624549237,0.5,0.4918998532125397,3.0,False
20,more,1.0,1,More Supes!,,,False,True,mehr,0.3571428571428571,0.2,0.4128098094867685,0.9987201690673828,8,0.6101212624549237,0.5,0.4918998532125397,5.0,False
21,supes,1.0,2,More Supes!,,,False,True,Suppes,0.2857142857142857,0.0,0.4128098094867685,0.9999999254982868,8,0.6101212624549237,0.5,0.4918998532125397,4.0,False
22,more,1.0,1,More Supes!,,,False,True,mehr,0.4285714285714285,0.2,0.4128098094867685,0.9987201690673828,9,0.6101212624549237,0.5,0.4918998532125397,6.0,False
23,supes,1.0,2,More Supes!,,,False,True,Suppes,0.3571428571428571,0.0,0.4128098094867685,0.9999999254982868,9,0.6101212624549237,0.5,0.4918998532125397,5.0,False
24,more,1.0,1,More Supes!,,,False,True,mehr,0.5,0.2,0.4128098094867685,0.9987201690673828,10,0.6101212624549237,0.5,0.4918998532125397,7.0,False
25,supes,1.0,2,More Supes!,,,False,True,Suppes,0.4285714285714285,0.0,0.4128098094867685,0.9999999254982868,10,0.6101212624549237,0.5,0.4918998532125397,6.0,False
26,more,1.0,1,More Supes!,,,False,True,Mehr,0.5714285714285714,0.2,0.4128098094867685,0.9987201690673828,11,0.6101212624549237,0.5,0.4918998532125397,8.0,False
27,supes,1.0,2,More Supes!,,,False,True,Supes,0.5,0.0,0.4128098094867685,0.9999999254982868,11,0.6101212624549237,0.5,0.4918998532125397,7.0,False
28,come,0.4033203125,1,Come with me.,21.15,21.65,False,True,Komm,0.0,0.0,0.4133190026807953,0.8731689453125,12,0.1896086997031148,0.9165970087051392,0.4960764501270632,0.0,False
29,with,0.0302734375,2,Come with me.,21.65,23.15,False,True,mit,0.0,0.0,0.4133190026807953,0.474609375,12,0.1896086997031148,0.9165970087051392,0.5264473269828678,0.0,False
30,me,0.0126953125,3,Come with me.,23.15,23.89,False,True,mir,0.0,0.0,0.4133190026807953,0.5615234375,12,0.1896086997031148,0.9165970087051392,0.6725181896460022,0.0,False
31,what,0.0166015625,1,What are you doing here?,24.29,24.31,False,True,Was,0.0,0.0,0.4796808729461942,0.0234375,13,0.8158338069202506,0.8675234317779541,0.0,0.0,False
32,are,0.0615234375,2,What are you doing here?,24.31,24.39,False,True,sie werden,0.0,0.0,0.4796808729461942,0.0244140625,13,0.8158338069202506,0.8675234317779541,0.0,0.0,False
33,you,0.00927734375,3,What are you doing here?,24.39,24.51,False,True,du,0.0,0.0,0.4796808729461942,0.203125,13,0.8158338069202506,0.8675234317779541,0.1535108794223145,0.0,False
34,doing,0.00341796875,4,What are you doing here?,24.51,24.71,False,True,tun,0.0,0.0,0.4796808729461942,0.623779296875,13,0.8158338069202506,0.8675234317779541,0.0,0.0,False
35,here,0.00732421875,5,What are you doing here?,24.71,25.15,False,True,Hierher,0.0,0.0,0.4796808729461942,0.8577880859375,13,0.8158338069202506,0.8675234317779541,0.0,0.0,False
36,but,1.0,1,"But on the bright side, I'm sleeping in a basement beneath a pawnshop in East Flatbush.",,,False,True,Aber,0.0,0.2,0.7324013673657143,0.88677978515625,14,0.6504386143595892,0.6626287698745728,0.9052662059114688,0.0,False
37,on,0.33544921875,2,"But on the bright side, I'm sleeping in a basement beneath a pawnshop in East Flatbush.",27.09,27.19,False,True,auf,0.0,0.2,0.7324013673657143,0.0087890625,14,0.6504386143595892,0.6626287698745728,0.018156119477861,0.0,False
38,the,0.00537109375,3,"But on the bright side, I'm sleeping in a basement beneath a pawnshop in East Flatbush.",27.19,27.29,False,True,der,0.0,0.0,0.7324013673657143,0.001953125,14,0.6504386143595892,0.6626287698745728,0.4688842029138832,0.0,False
39,bright,0.2294921875,4,"But on the bright side, I'm sleeping in a basement beneath a pawnshop in East Flatbush.",27.29,27.59,False,True,hellen,0.0,0.0,0.7324013673657143,0.508056640625,14,0.6504386143595892,0.6626287698745728,0.0,0.0,True
40,side,0.0498046875,5,"But on the bright side, I'm sleeping in a basement beneath a pawnshop in East Flatbush.",27.59,27.89,False,True,Seite,0.0,0.0,0.7324013673657143,0.013671875,14,0.6504386143595892,0.6626287698745728,0.0,0.0,True
41,i'm,0.006591796875,6,"But on the bright side, I'm sleeping in a basement beneath a pawnshop in East Flatbush.",28.11,28.11,False,True,schlafe ich,0.0,0.0,0.7324013673657143,0.06689453125,14,0.6504386143595892,0.6626287698745728,0.986475879461726,0.0,False
42,sleeping,0.03955078125,7,"But on the bright side, I'm sleeping in a basement beneath a pawnshop in East Flatbush.",28.11,28.45,False,True,schlafe,0.0,0.2,0.7324013673657143,0.0107421875,14,0.6504386143595892,0.6626287698745728,0.0,0.0,False
43,in,0.22509765625,8,"But on the bright side, I'm sleeping in a basement beneath a pawnshop in East Flatbush.",28.45,28.67,False,True,in,0.0,0.2,0.7324013673657143,0.26220703125,14,0.6504386143595892,0.6626287698745728,0.1217402115331495,0.0,False
44,a,1.0,9,"But on the bright side, I'm sleeping in a basement beneath a pawnshop in East Flatbush.",28.67,28.83,False,True,einem,0.0,0.0,0.7324013673657143,0.978759765625,14,0.6504386143595892,0.6626287698745728,0.0080190503546133,0.0,False
45,basement,1.0,10,"But on the bright side, I'm sleeping in a basement beneath a pawnshop in East Flatbush.",28.83,29.21,False,True,Keller,0.0,0.4,0.7324013673657143,0.00439453125,14,0.6504386143595892,0.6626287698745728,0.0,0.0,True
46,beneath,0.02587890625,11,"But on the bright side, I'm sleeping in a basement beneath a pawnshop in East Flatbush.",29.21,29.57,False,True,unter,0.0,0.4,0.7324013673657143,0.602294921875,14,0.6504386143595892,0.6626287698745728,0.0715797921837272,0.0,True
47,a,1.0,12,"But on the bright side, I'm sleeping in a basement beneath a pawnshop in East Flatbush.",,,False,True,einem,0.0714285714285714,0.0,0.7324013673657143,0.9832916259765624,14,0.6504386143595892,0.6626287698745728,0.0862246202560595,1.0,False
48,pawnshop,1.0,13,"But on the bright side, I'm sleeping in a basement beneath a pawnshop in East Flatbush.",,,False,True,Pfandhaus,0.0,0.6,0.7324013673657143,0.9980335235595704,14,0.6504386143595892,0.6626287698745728,0.0862246202560595,0.0,True
49,in,1.0,14,"But on the bright side, I'm sleeping in a basement beneath a pawnshop in East Flatbush.",,,False,True,in,0.0714285714285714,0.2,0.7324013673657143,0.07861328125,14,0.6504386143595892,0.6626287698745728,0.0862246202560595,1.0,False
50,east,1.0,15,"But on the bright side, I'm sleeping in a basement beneath a pawnshop in East Flatbush.",,,False,True,East,0.0,0.2,0.7324013673657143,0.9999999692088296,14,0.6504386143595892,0.6626287698745728,0.0862246202560595,0.0,True
51,flatbush,1.0,16,"But on the bright side, I'm sleeping in a basement beneath a pawnshop in East Flatbush.",,,False,True,Flatbush,0.0,0.0,0.7324013673657143,0.138671875,14,0.6504386143595892,0.6626287698745728,0.0862246202560595,0.0,True
52,we,1.0,1,We never wanted that for you.,,,False,True,wir,0.1428571428571428,0.0,0.5067084551162978,0.9130859375,15,0.7143624294910562,0.6380652785301208,0.0862246202560595,2.0,False
53,never,0.09814453125,2,We never wanted that for you.,31.41,31.61,False,True,nie,0.0,0.0,0.5067084551162978,0.939117431640625,15,0.7143624294910562,0.6380652785301208,0.0,0.0,False
54,wanted,0.10107421875,3,We never wanted that for you.,31.61,31.91,False,True,wollten,0.0,0.2,0.5067084551162978,0.973388671875,15,0.7143624294910562,0.6380652785301208,0.0892787771187514,0.0,False
55,that,0.00439453125,4,We never wanted that for you.,31.91,32.13,False,True,das,0.0,0.2,0.5067084551162978,0.91986083984375,15,0.7143624294910562,0.6380652785301208,0.4059230117644282,0.0,False
56,for,0.01123046875,5,We never wanted that for you.,32.13,32.37,False,True,für,0.0,0.2,0.5067084551162978,0.36767578125,15,0.7143624294910562,0.6380652785301208,0.1814258909238523,0.0,False
57,you,0.0810546875,6,We never wanted that for you.,32.37,32.61,False,True,dich,0.0714285714285714,0.0,0.5067084551162978,0.8165283203125,15,0.7143624294910562,0.6380652785301208,0.0346934819150048,1.0,False
58,we,0.01123046875,1,We all just have Ryan's best interests at heart.,32.93,32.93,False,True,Wir,0.2142857142857142,0.0,0.5915823420352895,0.668212890625,16,0.7418402904888376,0.7548853158950806,0.0,3.0,False
59,all,0.00537109375,2,We all just have Ryan's best interests at heart.,32.93,33.05,False,True,alle,0.0,0.0,0.5915823420352895,0.87615966796875,16,0.7418402904888376,0.7548853158950806,0.0,0.0,False
60,just,0.0078125,3,We all just have Ryan's best interests at heart.,33.05,33.23,False,True,nur,0.0,0.0,0.5915823420352895,0.781982421875,16,0.7418402904888376,0.7548853158950806,0.0,0.0,False
61,have,0.00390625,4,We all just have Ryan's best interests at heart.,33.23,33.39,False,True,haben,0.0,0.0,0.5915823420352895,0.0859375,16,0.7418402904888376,0.7548853158950806,0.0,0.0,False
62,ryan's,0.107421875,5,We all just have Ryan's best interests at heart.,33.39,33.85,False,True,Ryans,0.0,0.0,0.5915823420352895,0.9992647171020508,16,0.7418402904888376,0.7548853158950806,0.0,0.0,False
63,best,0.00537109375,6,We all just have Ryan's best interests at heart.,33.85,33.97,False,True,beste,0.0,0.0,0.5915823420352895,0.03271484375,16,0.7418402904888376,0.7548853158950806,0.0,0.0,False
64,interests,1.0,7,We all just have Ryan's best interests at heart.,,,False,True,Interessen,0.0,0.2,0.5915823420352895,0.00830078125,16,0.7418402904888376,0.7548853158950806,0.0,0.0,False
65,at,1.0,8,We all just have Ryan's best interests at heart.,34.23,34.43,False,True,im,0.0,0.0,0.5915823420352895,0.2822265625,16,0.7418402904888376,0.7548853158950806,0.0,0.0,False
66,heart,1.0,9,We all just have Ryan's best interests at heart.,34.43,34.73,False,True,Herzen,0.0,0.0,0.5915823420352895,0.00732421875,16,0.7418402904888376,0.7548853158950806,0.0,0.0,False
67,i,0.62109375,1,I want us to be a family.,34.97,34.97,False,True,Ich,0.0,0.0,0.5311506958429444,0.576171875,17,0.9620412811924964,0.477823257446289,0.0,0.0,False
68,want,0.3720703125,2,I want us to be a family.,34.97,35.01,False,True,will,0.0,0.2,0.5311506958429444,0.24365234375,17,0.9620412811924964,0.477823257446289,0.1344833947664474,0.0,False
69,us,0.13671875,3,I want us to be a family.,35.01,35.17,False,True,wir,0.0,0.0,0.5311506958429444,0.8419189453125,17,0.9620412811924964,0.477823257446289,0.0174772780449035,0.0,False
70,to,0.00048828125,4,I want us to be a family.,35.17,35.23,False,True,dass,0.0,0.0,0.5311506958429444,0.00048828125,17,0.9620412811924964,0.477823257446289,0.0,0.0,False
71,be,0.0009765625,5,I want us to be a family.,35.23,35.37,False,True,werden,0.0,0.0,0.5311506958429444,0.236328125,17,0.9620412811924964,0.477823257446289,0.0,0.0,False
72,a,0.03466796875,6,I want us to be a family.,35.37,35.45,False,True,eine,0.1428571428571428,0.0,0.5311506958429444,0.16455078125,17,0.9620412811924964,0.477823257446289,0.0570414751840182,2.0,False
73,family,0.00244140625,7,I want us to be a family.,35.45,35.83,False,True,Familie,0.0,0.0,0.5311506958429444,0.7552490234375,17,0.9620412811924964,0.477823257446289,0.0,0.0,False
74,they,1.0,1,They just flew me up and showed me.,,,False,True,Sie,0.0,0.0,0.5526293910594802,0.831787109375,18,0.4807787077893955,1.1221987009048462,0.0,0.0,False
75,just,1.0,2,They just flew me up and showed me.,,,False,True,nur,0.0714285714285714,0.0,0.5526293910594802,0.4619140625,18,0.4807787077893955,1.1221987009048462,0.0,1.0,False
76,flew,1.0,3,They just flew me up and showed me.,,,False,True,flogen,0.0,0.0,0.5526293910594802,0.999958336353302,18,0.4807787077893955,1.1221987009048462,0.0,0.0,False
77,me,1.0,4,They just flew me up and showed me.,,,False,True,mich,0.0714285714285714,0.0,0.5526293910594802,0.8714599609375,18,0.4807787077893955,1.1221987009048462,0.0,1.0,False
78,up,1.0,5,They just flew me up and showed me.,,,False,True,hoch,0.0,0.2,0.5526293910594802,0.8570556640625,18,0.4807787077893955,1.1221987009048462,0.0,0.0,False
79,and,1.0,6,They just flew me up and showed me.,,,False,True,und,0.0,0.0,0.5526293910594802,0.0322265625,18,0.4807787077893955,1.1221987009048462,0.0,0.0,False
80,showed,1.0,7,They just flew me up and showed me.,36.96,37.32,False,True,zeigten,0.0,0.2,0.5526293910594802,0.9936065673828124,18,0.4807787077893955,1.1221987009048462,0.0,0.0,False
81,me,0.37353515625,8,They just flew me up and showed me.,37.32,37.48,False,True,mir,0.1428571428571428,0.0,0.5526293910594802,0.538818359375,18,0.4807787077893955,1.1221987009048462,0.0011678256011268,2.0,False
82,this,0.692626953125,1,"This house is fake, the neighbors are fake, you're fake.",37.54,37.68,False,True,Dieses,0.0714285714285714,0.0,0.6395719969423435,0.9080810546875,19,0.6500019134185031,1.039889216423035,0.0,1.0,False
83,house,0.1328125,2,"This house is fake, the neighbors are fake, you're fake.",37.68,37.98,False,True,Haus,0.0,0.0,0.6395719969423435,0.72705078125,19,0.6500019134185031,1.039889216423035,0.0,0.0,False
84,is,1.0,3,"This house is fake, the neighbors are fake, you're fake.",,,False,True,ist,0.0714285714285714,0.0,0.6395719969423435,0.03564453125,19,0.6500019134185031,1.039889216423035,0.0,1.0,False
85,fake,1.0,4,"This house is fake, the neighbors are fake, you're fake.",,,False,True,gefälscht,0.0,0.4,0.6395719969423435,0.015625,19,0.6500019134185031,1.039889216423035,0.0,0.0,False
86,the,0.63232421875,5,"This house is fake, the neighbors are fake, you're fake.",38.22,38.3,False,True,die,0.0714285714285714,0.0,0.6395719969423435,0.04052734375,19,0.6500019134185031,1.039889216423035,0.0867682859535946,1.0,False
87,neighbors,0.09423828125,6,"This house is fake, the neighbors are fake, you're fake.",38.3,38.68,False,True,Nachbarn,0.0,0.0,0.6395719969423435,0.46630859375,19,0.6500019134185031,1.039889216423035,0.0,0.0,False
88,are,0.12158203125,7,"This house is fake, the neighbors are fake, you're fake.",38.68,38.86,False,True,sind,0.0714285714285714,0.0,0.6395719969423435,0.92474365234375,19,0.6500019134185031,1.039889216423035,0.0,1.0,False
89,fake,1.0,8,"This house is fake, the neighbors are fake, you're fake.",38.86,38.98,False,True,gefälscht,0.0714285714285714,0.4,0.6395719969423435,0.00732421875,19,0.6500019134185031,1.039889216423035,0.0,1.0,False
90,you're,1.0,9,"This house is fake, the neighbors are fake, you're fake.",,,False,True,du bist,0.0,0.0,0.6395719969423435,0.05517578125,19,0.6500019134185031,1.039889216423035,0.0,0.0,False
91,fake,1.0,10,"This house is fake, the neighbors are fake, you're fake.",39.24,39.64,False,True,gefälscht,0.1428571428571428,0.4,0.6395719969423435,0.637939453125,19,0.6500019134185031,1.039889216423035,0.0,2.0,False
92,no,1.0,1,"No, Ryan!",,,False,True,Nein,0.0,0.0,0.4132201145967042,0.9916839599609376,20,0.543369005270648,1.410567283630371,0.8032690677314288,0.0,False
93,ryan,1.0,2,"No, Ryan!",40.74,41.2,False,True,Ryan,0.0,0.6,0.4132201145967042,0.558837890625,20,0.543369005270648,1.410567283630371,0.4813385544867536,0.0,False
94,you,0.569580078125,1,You have five minutes to make your opening st...,41.66,41.78,False,True,Sie,0.1428571428571428,0.0,0.5726362231175571,0.0673828125,21,0.9127612781921374,1.9503926038742063,0.2188153512039309,2.0,False
95,have,0.34716796875,2,You have five minutes to make your opening st...,41.78,41.88,False,True,haben,0.0714285714285714,0.0,0.5726362231175571,0.14404296875,21,0.9127612781921374,1.9503926038742063,0.6891153256823166,1.0,False
96,five,0.19189453125,3,You have five minutes to make your opening st...,41.88,42.02,False,True,fünf,0.0,0.0,0.5726362231175571,0.851806640625,21,0.9127612781921374,1.9503926038742063,0.0335621535956385,0.0,False
97,minutes,0.00830078125,4,You have five minutes to make your opening st...,42.02,42.2,False,True,Minuten,0.0,0.0,0.5726362231175571,0.656005859375,21,0.9127612781921374,1.9503926038742063,0.1876840460260904,0.0,False
98,to,0.00341796875,5,You have five minutes to make your opening st...,42.2,42.38,False,True,Minuten,0.0714285714285714,0.0,0.5726362231175571,0.01220703125,21,0.9127612781921374,1.9503926038742063,0.2988427196743923,1.0,False
99,make,0.052734375,6,You have five minutes to make your opening st...,42.38,42.42,False,True,machen,0.0,0.2,0.5726362231175571,0.9171142578125,21,0.9127612781921374,1.9503926038742063,0.4621516735664321,0.0,False
100,your,0.072265625,7,You have five minutes to make your opening st...,42.42,42.58,False,True,Ihre,0.0,0.0,0.5726362231175571,0.8267822265625,21,0.9127612781921374,1.9503926038742063,0.4615554930215466,0.0,False
101,opening,1.0,8,You have five minutes to make your opening st...,,,False,True,Öffnen,0.0,0.4,0.5726362231175571,0.9995434284210204,21,0.9127612781921374,1.9503926038742063,0.6489658731604944,0.0,False
102,st,1.0,9,You have five minutes to make your opening st...,,,False,True,Ihre,0.0,0.8,0.5726362231175571,0.9999680519104004,21,0.9127612781921374,1.9503926038742063,0.6489658731604944,0.0,False
103,there's,0.3304443359375,1,There's a supervillain on your school campus.,57.78,58.28,False,True,Da ist,0.0,0.0,0.5912605953432207,0.4755859375,22,0.638784739801989,0.6188334822654724,0.2341535382128607,0.0,False
104,a,0.00927734375,2,There's a supervillain on your school campus.,58.28,58.34,False,True,ein,0.2142857142857142,0.0,0.5912605953432207,0.722412109375,22,0.638784739801989,0.6188334822654724,0.5538211911293388,3.0,False
105,supervillain,0.1481119791666666,3,There's a supervillain on your school campus.,58.34,58.94,False,True,Superschurken,0.0,0.0,0.5912605953432207,0.03271484375,22,0.638784739801989,0.6188334822654724,0.2835172725155955,0.0,False
106,on,0.00341796875,4,There's a supervillain on your school campus.,58.94,59.04,False,True,auf,0.0714285714285714,0.2,0.5912605953432207,0.9999999999999988,22,0.638784739801989,0.6188334822654724,0.1753680181167278,1.0,False
107,your,0.00341796875,5,There's a supervillain on your school campus.,59.04,59.18,False,True,deinem,0.0714285714285714,0.0,0.5912605953432207,0.19482421875,22,0.638784739801989,0.6188334822654724,0.1877621887114992,1.0,False
108,school,0.01513671875,6,There's a supervillain on your school campus.,59.18,59.42,False,True,Schulcampus,0.0,0.0,0.5912605953432207,0.975982666015625,22,0.638784739801989,0.6188334822654724,0.0,0.0,False
109,campus,0.01171875,7,There's a supervillain on your school campus.,59.42,59.92,False,True,Schulcampus,0.0,0.2,0.5912605953432207,0.947509765625,22,0.638784739801989,0.6188334822654724,0.2184793006222257,0.0,False
110,you,0.13037109375,1,You hear the calls of distress.,60.62,60.62,False,True,Du,0.2142857142857142,0.0,0.5065172578499074,0.95184326171875,23,0.8279871670642367,0.8444623947143555,0.0,3.0,False
111,hear,0.21044921875,2,You hear the calls of distress.,60.62,60.76,False,True,hörst,0.0,0.0,0.5065172578499074,0.92431640625,23,0.8279871670642367,0.8444623947143555,0.0,0.0,False
112,the,0.0048828125,3,You hear the calls of distress.,60.76,60.8,False,True,die,0.1428571428571428,0.0,0.5065172578499074,0.4716796875,23,0.8279871670642367,0.8444623947143555,0.6140216123136409,2.0,False
113,calls,0.02783203125,4,You hear the calls of distress.,60.8,61.06,False,True,Rufe,0.0,0.2,0.5065172578499074,0.9961662292480468,23,0.8279871670642367,0.8444623947143555,0.0,0.0,False
114,of,0.0859375,5,You hear the calls of distress.,61.06,61.18,False,True,der,0.0,0.0,0.5065172578499074,0.36474609375,23,0.8279871670642367,0.8444623947143555,0.2410318721823279,0.0,False
115,distress,0.01123046875,6,You hear the calls of distress.,61.18,61.6,False,True,Not,0.0,0.6,0.5065172578499074,0.9979534149169922,23,0.8279871670642367,0.8444623947143555,0.0,0.0,True
116,you,0.6220703125,1,You witness a violent display of superpowers.,61.94,61.94,False,True,Sie,0.2857142857142857,0.0,0.5530219539226143,0.797607421875,24,0.8485668064506953,0.7153199911117554,0.0,4.0,False
117,witness,0.388671875,2,You witness a violent display of superpowers.,61.94,62.24,False,True,erleben,0.0,0.6,0.5530219539226143,0.9843902587890624,24,0.8485668064506953,0.7153199911117554,0.1673681329221823,0.0,True
118,a,1.0,3,You witness a violent display of superpowers.,62.24,62.46,False,True,eine,0.2857142857142857,0.0,0.5530219539226143,0.06494140625,24,0.8485668064506953,0.7153199911117554,0.3356842182609609,4.0,False
119,violent,0.47900390625,4,You witness a violent display of superpowers.,62.46,62.74,False,True,gewalttätige,0.0,0.2,0.5530219539226143,0.9987030029296876,24,0.8485668064506953,0.7153199911117554,0.0,0.0,True
120,display,0.021484375,5,You witness a violent display of superpowers.,62.74,63.12,False,True,Darstellung,0.0,0.2,0.5530219539226143,0.9779815673828124,24,0.8485668064506953,0.7153199911117554,0.3380468679094583,0.0,True
121,of,0.03076171875,6,You witness a violent display of superpowers.,63.12,63.28,False,True,von,0.0714285714285714,0.0,0.5530219539226143,0.02490234375,24,0.8485668064506953,0.7153199911117554,0.3099957177768484,1.0,False
122,superpowers,0.17431640625,7,You witness a violent display of superpowers.,63.28,63.82,False,True,Supermächten,0.0,1.0,0.5530219539226143,0.999999991494306,24,0.8485668064506953,0.7153199911117554,0.4792069997941567,0.0,False
123,what,0.00634765625,1,What do you do?,64.52,64.6,False,True,Was,0.0714285714285714,0.0,0.4488745555328887,0.8006591796875,25,0.8279871670642367,0.4641651809215545,0.2365496670024053,1.0,False
124,do,0.033203125,2,What do you do?,64.6,64.7,False,True,tun,0.0,0.0,0.4488745555328887,0.91314697265625,25,0.8279871670642367,0.4641651809215545,0.2197423975077931,0.0,False
125,you,0.0048828125,3,What do you do?,64.7,64.78,False,True,Sie,0.3571428571428571,0.0,0.4488745555328887,0.474609375,25,0.8279871670642367,0.4641651809215545,0.1091700532411924,5.0,False
126,do,0.00390625,4,What do you do?,64.78,65.08,False,True,du,0.0714285714285714,0.0,0.4488745555328887,0.9992852210998536,25,0.8279871670642367,0.4641651809215545,0.3392661900774175,1.0,False
127,i'm,0.010986328125,1,"I'm Sheriff Ed Flanagan, and I'm here with Homelander to talk about school safety.",65.29,65.67,False,True,Ich bin,0.0714285714285714,0.0,0.7290855567605863,0.00048828125,26,0.641564184346127,0.7972729206085205,0.1833899017734215,1.0,False
128,sheriff,0.26171875,2,"I'm Sheriff Ed Flanagan, and I'm here with Homelander to talk about school safety.",65.67,65.97,False,True,Sheriff,0.0,0.4,0.7290855567605863,0.0400390625,26,0.641564184346127,0.7972729206085205,0.0,0.0,False
129,ed,0.05859375,3,"I'm Sheriff Ed Flanagan, and I'm here with Homelander to talk about school safety.",65.97,66.35,False,True,Ed,0.0,0.2,0.7290855567605863,0.9985408782958984,26,0.641564184346127,0.7972729206085205,0.0759931873591526,0.0,False
130,flanagan,0.21826171875,4,"I'm Sheriff Ed Flanagan, and I'm here with Homelander to talk about school safety.",66.35,66.87,False,True,Flanagan,0.0,1.0,0.7290855567605863,0.9935684204101562,26,0.641564184346127,0.7972729206085205,0.0,0.0,False
131,and,0.3037109375,5,"I'm Sheriff Ed Flanagan, and I'm here with Homelander to talk about school safety.",66.87,67.21,False,True,und,0.0714285714285714,0.0,0.7290855567605863,0.9999999960122724,26,0.641564184346127,0.7972729206085205,0.201258652618357,1.0,False
132,i'm,0.0107421875,6,"I'm Sheriff Ed Flanagan, and I'm here with Homelander to talk about school safety.",67.21,67.37,False,True,bin,0.1428571428571428,0.0,0.7290855567605863,0.005859375,26,0.641564184346127,0.7972729206085205,0.0,2.0,False
133,here,0.0009765625,7,"I'm Sheriff Ed Flanagan, and I'm here with Homelander to talk about school safety.",67.37,67.57,False,True,hier,0.0714285714285714,0.0,0.7290855567605863,0.0009765625,26,0.641564184346127,0.7972729206085205,0.0,1.0,False
134,with,0.0009765625,8,"I'm Sheriff Ed Flanagan, and I'm here with Homelander to talk about school safety.",67.57,67.69,False,True,mit,0.0714285714285714,0.0,0.7290855567605863,0.001953125,26,0.641564184346127,0.7972729206085205,0.0,1.0,False
135,homelander,0.362060546875,9,"I'm Sheriff Ed Flanagan, and I'm here with Homelander to talk about school safety.",67.69,68.21,False,True,Homelander,0.0,0.0,0.7290855567605863,0.07177734375,26,0.641564184346127,0.7972729206085205,0.1600651619712482,0.0,False
