,word,audio_complexity,position,sentence,start_time,end_time,set_manually,process,translation,word_occurrence,word_complexity,sentence_complexity,word_importance,sentence_group,speed,speech_volume,ambient_volume,occurrence,display
114,now,1.0,8,30% of the public is hard-core aware now and know how the system works.,,,False,True,jetzt,0.0,0.2,0.6899249132986852,0.0341796875,19,0.6161448629429074,0.5,0.5197449807105865,0.0,True
115,and,1.0,9,30% of the public is hard-core aware now and know how the system works.,,,False,True,und,0.1428571428571428,0.0,0.6899249132986852,0.9058837890625,19,0.6161448629429074,0.5,0.5197449807105865,2.0,False
116,know,1.0,10,30% of the public is hard-core aware now and know how the system works.,,,False,True,wissen,0.0,0.0,0.6899249132986852,0.9999334812164308,19,0.6161448629429074,0.5,0.5197449807105865,0.0,True
117,how,1.0,11,30% of the public is hard-core aware now and know how the system works.,,,False,True,wie,0.0,0.0,0.6899249132986852,0.997955322265625,19,0.6161448629429074,0.5,0.5197449807105865,0.0,True
118,the,1.0,12,30% of the public is hard-core aware now and know how the system works.,,,False,True,das,0.4285714285714285,0.0,0.6899249132986852,0.689453125,19,0.6161448629429074,0.5,0.5197449807105865,6.0,False
119,system,1.0,13,30% of the public is hard-core aware now and know how the system works.,,,False,True,System,0.0,0.2,0.6899249132986852,0.7860107421875,19,0.6161448629429074,0.5,0.5197449807105865,0.0,True
120,works,1.0,14,30% of the public is hard-core aware now and know how the system works.,,,False,True,funktioniert,0.0,0.0,0.6899249132986852,0.017578125,19,0.6161448629429074,0.5,0.5197449807105865,0.0,True
121,and,1.0,1,And then we don't do anything about it.,,,False,True,Und,0.2142857142857142,0.0,0.5732122559196922,0.21435546875,20,0.6161448629429074,0.5,0.5197449807105865,3.0,False
122,then,1.0,2,And then we don't do anything about it.,,,False,True,dann,0.0714285714285714,0.0,0.5732122559196922,0.43994140625,20,0.6161448629429074,0.5,0.5197449807105865,1.0,False
123,we,1.0,3,And then we don't do anything about it.,,,False,True,wir,0.2857142857142857,0.0,0.5732122559196922,0.8463134765625,20,0.6161448629429074,0.5,0.5197449807105865,4.0,False
124,don't,1.0,4,And then we don't do anything about it.,,,False,True,tun,0.0,0.0,0.5732122559196922,0.6923828125,20,0.6161448629429074,0.5,0.5197449807105865,0.0,False
125,do,1.0,5,And then we don't do anything about it.,,,False,True,tun,0.1428571428571428,0.0,0.5732122559196922,0.0009765625,20,0.6161448629429074,0.5,0.5197449807105865,2.0,False
126,anything,1.0,6,And then we don't do anything about it.,,,False,True,nichts,0.0,0.0,0.5732122559196922,0.2744140625,20,0.6161448629429074,0.5,0.5197449807105865,0.0,False
127,about,1.0,7,And then we don't do anything about it.,,,False,True,über,0.0,0.0,0.5732122559196922,0.0341796875,20,0.6161448629429074,0.5,0.5197449807105865,0.0,False
128,it,1.0,8,And then we don't do anything about it.,,,False,True,dagegen,0.0,0.2,0.5732122559196922,0.0068359375,20,0.6161448629429074,0.5,0.5197449807105865,0.0,False
129,that's,1.0,1,That's why Super terrorists continue to invade America.,,,False,True,Deshalb,0.0714285714285714,0.0,0.5553474807963371,0.1259765625,21,0.6161448629429074,0.5,0.5197449807105865,1.0,False
130,why,1.0,2,That's why Super terrorists continue to invade America.,,,False,True,warum,0.0714285714285714,0.0,0.5553474807963371,0.35888671875,21,0.6161448629429074,0.5,0.5197449807105865,1.0,False
131,super,1.0,3,That's why Super terrorists continue to invade America.,,,False,True,SuperTerroristen,0.0,0.0,0.5553474807963371,0.19189453125,21,0.6161448629429074,0.5,0.5197449807105865,0.0,False
132,terrorists,1.0,4,That's why Super terrorists continue to invade America.,,,False,True,SuperTerroristen,0.0,0.2,0.5553474807963371,0.9999998211860656,21,0.6161448629429074,0.5,0.5197449807105865,0.0,False
133,continue,1.0,5,That's why Super terrorists continue to invade America.,,,False,True,weiterhin,0.0,0.2,0.5553474807963371,0.9994769096374512,21,0.6161448629429074,0.5,0.5197449807105865,0.0,False
134,to,1.0,6,That's why Super terrorists continue to invade America.,,,False,True,zu,0.2142857142857142,0.0,0.5553474807963371,0.97601318359375,21,0.6161448629429074,0.5,0.5197449807105865,3.0,False
135,invade,1.0,7,That's why Super terrorists continue to invade America.,,,False,True,in,0.0,0.2,0.5553474807963371,0.00048828125,21,0.6161448629429074,0.5,0.5197449807105865,0.0,False
136,america,1.0,8,That's why Super terrorists continue to invade America.,,,False,True,Amerika ein,0.0,0.0,0.5553474807963371,0.91326904296875,21,0.6161448629429074,0.5,0.5197449807105865,0.0,False
137,there,1.0,1,"There are illegal immigrants pouring into this country every day, and any one of them could be a Super terrorist.",,,False,True,Es,0.0,0.0,0.7231012975191926,0.02734375,22,0.7896446532392206,0.3141406178474426,0.5197449807105865,0.0,False
138,are,1.0,2,"There are illegal immigrants pouring into this country every day, and any one of them could be a Super terrorist.",,,False,True,gibt,0.2142857142857142,0.0,0.7231012975191926,0.01025390625,22,0.7896446532392206,0.3141406178474426,0.5197449807105865,3.0,False
139,illegal,1.0,3,"There are illegal immigrants pouring into this country every day, and any one of them could be a Super terrorist.",,,False,True,illegale,0.0,0.2,0.7231012975191926,0.76220703125,22,0.7896446532392206,0.3141406178474426,0.5197449807105865,0.0,False
